tick,x,y,z,velX,velY,velZ,onGround,isFall
1,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
2,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
3,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
4,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
5,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
6,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
7,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
8,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
9,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
10,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
11,-6.499343325593276,68.1,5.054578962729054,0.0,0.0,0.0,false,false
12,-6.499343325593276,68.1,5.054578962729054,0.0,-0.0784000015258789,0.0,false,false
13,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
14,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
15,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
16,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
17,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
18,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
19,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
20,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
21,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
22,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
23,-6.499343325593276,68.0625,5.054578962729054,0.0,-0.0784000015258789,0.0,true,false
24,-6.532038187537792,68.0625,5.203921997810723,-0.017851396695192364,-0.0784000015258789,0.0815413066258282,true,false
25,-6.582584446177501,68.0625,5.43480633951822,-0.027598260422891225,-0.0784000015258789,0.1260628652148264,true,false
26,-6.6178744808380925,68.0625,5.713555591470259,-0.019268361162753867,-0.0784000015258789,0.1521971092439076,true,false
27,-6.636146160352811,68.0625,6.018629362608354,-0.009976338173814131,-0.0784000015258789,0.16657029838897772,true,false
28,-6.639426306972292,68.0625,6.33793230206608,-0.001790960262261328,-0.0784000015258789,0.17433942519390105,true,false
29,-6.631506094696002,68.0625,6.664842058999865,0.0043244364051493395,-0.0784000015258789,0.17849274801824827,true,false
30,-6.615467401420703,68.0625,6.995764234359151,0.008757127545477068,-0.0784000015258789,0.18068352873303703,true,false
31,-6.594996017005075,68.0625,7.328877190433226,0.011177377189214363,-0.0784000015258789,0.18187969514224955,true,false
32,-6.57210438294571,68.0625,7.663186312916514,0.012498833648185565,-0.0784000015258789,0.1825328020775397,true,false
33,-6.547891292427374,68.0625,7.998148542335091,0.013220348958589742,-0.0784000015258789,0.18288939850562774,true,false
34,-6.522956686598634,68.0625,8.333467368181758,0.013614296363828448,-0.0784000015258789,0.1830841001779789,true,false
35,-6.497628133364655,68.0,8.668980895700775,0.013829391672072667,-0.0784000015258789,0.1831904073034305,true,false
36,-6.472084484822432,68.0,9.004600730345244,0.013946833724015213,-0.0784000015258789,0.183248451000669,true,false
37,-6.446423394228266,68.0,9.340278608686951,0.014010957091823942,-0.0784000015258789,0.1832801428630423,true,false
38,-6.4206981802662915,68.0,9.675988178891032,0.01404596845471417,-0.0784000015258789,0.18329744662190803,true,false
39,-6.394937954941427,68.0,10.011715052853978,0.014065084661072631,-0.0784000015258789,0.18330689447534607,true,false
40,-6.368048263419662,68.0,10.347361863973223,0.014681773276210093,-0.0784000015258789,0.1832631801576078,true,false
41,-6.340103771339472,67.92159999847412,10.682927408745522,0.015257694448004781,-0.1552320045166016,0.18321880872702132,false,false
42,-6.322579655244662,67.76636799395752,10.891525001154447,0.015946946105865074,-0.230527368912964,0.18982381456281097,false,false
43,-6.304346822736356,67.53584062504456,11.106725851345189,0.01659187806073386,-0.30431682745754424,0.19583277931744197,false,false
44,-6.285396077399514,67.5,11.327928979338658,0.017245178753529208,-0.0784000015258789,0.20129485227534033,true,false
45,-6.253107692202834,67.42159999847412,11.68136047887776,0.01762946036509537,-0.1552320045166016,0.19297362116274341,false,false
